id,user_id,course_id,rating,content
286,286,2,5,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
287,287,4,4,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
288,288,4,4,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
289,289,3,4,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
290,290,5,3,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
291,291,4,5,nulla dapibus dolor vel est donec odio justo sollicitudin ut
292,292,1,3,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
293,293,5,3,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
294,294,1,3,neque aenean auctor gravida sem praesent id massa id nisl venenatis
295,295,1,5,vestibulum quam sapien varius ut blandit non interdum in ante
296,296,5,4,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
297,297,5,5,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
298,298,1,4,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
299,299,2,4,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
300,300,2,5,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
301,301,4,5,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
302,302,5,3,vel accumsan tellus nisi eu orci mauris lacinia sapien quis
303,303,3,3,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
304,304,3,4,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
305,305,4,4,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
306,306,5,3,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
307,307,4,3,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
308,308,5,5,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
309,309,1,4,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
310,310,2,3,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum
311,311,2,4,sapien cursus vestibulum proin eu mi nulla ac enim in
312,312,1,4,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
313,313,1,3,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
314,314,1,3,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
315,315,3,5,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
316,316,4,4,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
317,317,3,4,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
318,318,2,4,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
319,319,4,3,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
320,320,2,5,nisl aenean lectus pellentesque eget nunc donec quis orci eget
321,321,5,5,ornare consequat lectus in est risus auctor sed tristique in tempus sit
322,322,3,5,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
323,323,3,5,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
324,324,2,5,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
325,325,4,3,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
326,326,5,4,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
327,327,4,5,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
328,328,4,5,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
329,329,4,4,egestas metus aenean fermentum donec ut mauris eget massa tempor
330,330,2,3,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
331,331,4,3,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
332,332,2,5,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
333,333,5,3,mi nulla ac enim in tempor turpis nec euismod scelerisque quam
334,334,4,5,ante ipsum primis in faucibus orci luctus et ultrices posuere
335,335,2,4,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
336,336,1,5,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
337,337,4,4,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
338,338,5,3,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
339,339,2,5,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
340,340,5,4,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
341,341,5,4,accumsan felis ut at dolor quis odio consequat varius integer ac leo
342,342,5,4,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
343,343,2,3,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
344,344,2,4,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
345,345,2,5,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
346,346,2,4,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
347,347,3,3,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
348,348,2,4,convallis nunc proin at turpis a pede posuere nonummy integer non
349,349,5,4,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
350,350,2,3,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
351,351,1,3,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
352,352,2,3,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
353,353,1,4,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
354,354,2,4,donec semper sapien a libero nam dui proin leo odio
355,355,3,3,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
356,356,5,3,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
357,357,3,3,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
358,358,1,4,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
359,359,3,4,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
360,360,2,4,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
361,361,2,5,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
362,362,3,4,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
363,363,4,3,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
364,364,4,4,dui vel sem sed sagittis nam congue risus semper porta volutpat
365,365,4,5,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
366,366,3,3,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
367,367,1,4,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
368,368,5,3,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
369,369,2,3,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
370,370,3,4,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
371,371,5,4,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
372,372,5,5,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
373,373,5,4,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
374,374,3,4,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
375,375,2,3,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
376,376,3,5,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
377,377,1,5,a libero nam dui proin leo odio porttitor id consequat in consequat ut
378,378,4,4,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
379,379,3,4,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
380,380,4,5,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
381,381,5,4,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
382,382,4,3,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
383,383,3,3,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
384,384,1,3,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
385,385,3,5,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
386,386,1,4,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
387,387,4,3,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
388,388,1,3,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
389,389,1,3,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
390,390,3,3,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
391,391,2,5,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
392,392,1,4,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
393,393,5,4,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
394,394,4,4,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
395,395,4,5,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
396,396,5,5,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
397,397,3,4,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
398,398,4,3,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
399,399,3,3,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
400,400,1,4,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
401,401,3,4,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
402,402,3,3,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
403,403,3,3,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
404,404,3,5,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
405,405,2,5,volutpat eleifend donec ut dolor morbi vel lectus in quam
406,406,1,3,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
407,407,1,4,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
408,408,1,3,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
409,409,2,3,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
410,410,4,4,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
411,411,1,5,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
412,412,1,5,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
413,413,5,4,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
414,414,4,3,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
415,415,5,3,praesent id massa id nisl venenatis lacinia aenean sit amet justo
416,416,2,4,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
417,417,5,3,varius integer ac leo pellentesque ultrices mattis odio donec vitae
418,418,4,4,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
419,419,2,3,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
420,420,2,4,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
421,421,1,5,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
422,422,3,5,id nisl venenatis lacinia aenean sit amet justo morbi ut odio
423,423,5,4,potenti cras in purus eu magna vulputate luctus cum sociis
424,424,5,3,sapien varius ut blandit non interdum in ante vestibulum ante ipsum
425,425,4,3,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
426,426,5,5,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
427,427,5,3,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
428,428,2,3,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
429,429,1,5,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
430,430,5,5,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
431,431,4,4,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
432,432,5,4,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
433,433,2,5,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
434,434,5,3,volutpat dui maecenas tristique est et tempus semper est quam
435,435,3,4,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
436,436,5,3,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
437,437,3,5,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
438,438,4,3,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
439,439,1,5,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
440,440,3,4,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
441,441,1,5,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
442,442,2,3,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
443,443,2,4,sapien non mi integer ac neque duis bibendum morbi non
444,444,2,3,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
445,445,4,5,nulla nunc purus phasellus in felis donec semper sapien a libero
446,446,5,4,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
447,447,5,4,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
448,448,3,4,phasellus in felis donec semper sapien a libero nam dui
449,449,4,4,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
450,450,3,4,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
451,451,1,4,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
452,452,4,5,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
453,453,4,4,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
454,454,5,4,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
455,455,4,5,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
456,456,1,3,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
457,457,2,4,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
458,458,5,3,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
459,459,2,3,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
460,460,3,5,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
461,461,1,4,primis in faucibus orci luctus et ultrices posuere cubilia curae
462,462,5,3,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
463,463,5,4,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
464,464,1,4,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
465,465,4,4,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
466,466,4,5,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
467,467,2,3,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
468,468,2,5,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
469,469,1,5,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
470,470,1,5,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
471,471,2,5,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
472,472,2,4,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
473,473,2,5,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
474,474,4,5,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
475,475,2,3,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
476,476,3,5,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
477,477,5,4,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
478,478,3,5,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
479,479,3,5,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
480,480,2,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
481,481,5,3,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
482,482,4,3,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
483,483,1,4,justo aliquam quis turpis eget elit sodales scelerisque mauris sit
484,484,2,4,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
485,485,4,3,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
486,486,4,3,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
487,487,1,5,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
488,488,5,3,consequat dui nec nisi volutpat eleifend donec ut dolor morbi
489,489,5,4,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
490,490,5,5,tempus semper est quam pharetra magna ac consequat metus sapien ut
491,491,3,3,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
492,492,5,5,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
493,493,3,4,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
494,494,3,4,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
495,495,2,4,at dolor quis odio consequat varius integer ac leo pellentesque
496,496,3,4,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
497,497,1,5,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
498,498,3,5,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
499,499,5,3,eros viverra eget congue eget semper rutrum nulla nunc purus
500,500,1,3,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
501,501,1,5,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
502,502,1,5,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
503,503,3,3,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
504,504,3,5,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
505,505,4,4,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
506,506,5,5,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
507,507,3,4,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
508,508,3,4,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
509,509,2,4,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
510,510,1,3,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
511,511,3,5,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
512,512,3,5,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
513,513,3,4,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
514,514,3,4,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
515,515,1,3,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
516,516,5,5,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
517,517,5,3,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
518,518,1,5,sed sagittis nam congue risus semper porta volutpat quam pede lobortis
519,519,3,4,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
520,520,1,4,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
521,521,1,3,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
522,522,1,4,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
523,523,1,5,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
524,524,2,3,consequat morbi a ipsum integer a nibh in quis justo maecenas
525,525,4,5,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
526,526,4,3,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
527,527,2,5,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
528,528,3,5,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
529,529,1,3,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
530,530,3,5,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
531,531,5,4,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
532,532,1,3,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
533,533,1,5,ac tellus semper interdum mauris ullamcorper purus sit amet nulla
534,534,3,4,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
535,535,3,5,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
536,536,2,5,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
537,537,4,4,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
538,538,2,3,eleifend pede libero quis orci nullam molestie nibh in lectus
539,539,1,4,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
540,540,5,4,quam nec dui luctus rutrum nulla tellus in sagittis dui
541,541,1,4,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
542,542,1,4,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
543,543,1,4,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
544,544,3,5,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
545,545,2,3,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
546,546,5,5,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
547,547,3,3,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
548,548,2,4,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
549,549,3,3,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
550,550,1,5,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
551,551,3,5,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
552,552,3,3,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
553,553,4,4,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
554,554,2,5,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
555,555,4,5,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
556,556,4,5,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
557,557,1,4,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
558,558,5,5,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
559,559,5,3,fermentum donec ut mauris eget massa tempor convallis nulla neque
560,560,3,3,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
561,561,3,5,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat
562,562,2,3,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
563,563,4,4,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
564,564,5,5,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
565,565,2,5,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
566,566,3,4,sit amet nulla quisque arcu libero rutrum ac lobortis vel
